Symbol  ,Date  ,Expiry_Date,Option_Type,Strike_Price,Option_Close, Nifty_Close
NIFTY,04-Aug-25,28-Oct-25,put,22950,120.3,24722.75
NIFTY,04-Aug-25,28-Oct-25,put,25350,901,24722.75
NIFTY,04-Aug-25,28-Oct-25,put,24600,351.05,24722.75
NIFTY,04-Aug-25,28-Oct-25,put,23800,160.65,24722.75
NIFTY,04-Aug-25,28-Oct-25,put,25450,956.9,24722.75
NIFTY,04-Aug-25,28-Oct-25,put,23450,203.15,24722.75
NIFTY,04-Aug-25,28-Oct-25,put,25400,928.7,24722.75
NIFTY,04-Aug-25,28-Oct-25,put,23750,270.1,24722.75
NIFTY,04-Aug-25,28-Oct-25,put,24000,205.45,24722.75
NIFTY,04-Aug-25,28-Oct-25,put,24900,673.7,24722.75
NIFTY,04-Aug-25,28-Oct-25,put,26250,1469.3,24722.75
NIFTY,04-Aug-25,28-Oct-25,put,26050,1330.8,24722.75
NIFTY,04-Aug-25,28-Oct-25,put,25800,1167.15,24722.75
NIFTY,04-Aug-25,28-Oct-25,put,23550,223.9,24722.75
NIFTY,04-Aug-25,28-Oct-25,put,23250,166,24722.75
NIFTY,04-Aug-25,28-Oct-25,put,25200,820.8,24722.75
NIFTY,04-Aug-25,28-Oct-25,put,24300,432.05,24722.75
NIFTY,04-Aug-25,30-Dec-25,put,13000,6.1,24722.75
NIFTY,04-Aug-25,30-Dec-25,put,29000,3565.4,24722.75
NIFTY,04-Aug-25,30-Dec-25,put,22000,78,24722.75
NIFTY,04-Aug-25,30-Dec-25,put,19000,23.5,24722.75
NIFTY,04-Aug-25,30-Dec-25,put,16500,10.95,24722.75
NIFTY,04-Aug-25,30-Dec-25,put,28000,2639.6,24722.75
NIFTY,04-Aug-25,30-Dec-25,put,18000,16.65,24722.75
NIFTY,04-Aug-25,30-Dec-25,put,25000,574.65,24722.75
NIFTY,04-Aug-25,30-Dec-25,put,23000,146.15,24722.75
NIFTY,04-Aug-25,30-Dec-25,put,31000,6296.45,24722.75
NIFTY,04-Aug-25,30-Dec-25,put,27000,1784.7,24722.75
NIFTY,04-Aug-25,30-Dec-25,put,30000,4512.4,24722.75
NIFTY,04-Aug-25,30-Dec-25,put,15000,8,24722.75
NIFTY,04-Aug-25,30-Dec-25,put,17000,13.15,24722.75
NIFTY,04-Aug-25,30-Dec-25,put,21000,47.9,24722.75
NIFTY,04-Aug-25,30-Dec-25,put,16000,8.85,24722.75
NIFTY,04-Aug-25,30-Dec-25,put,26000,1075.2,24722.75
NIFTY,04-Aug-25,30-Dec-25,put,20000,35.8,24722.75
NIFTY,04-Aug-25,30-Dec-25,put,24000,291,24722.75
NIFTY,04-Aug-25,31-Mar-26,put,21000,90.75,24722.75
NIFTY,04-Aug-25,31-Mar-26,put,20000,95.7,24722.75
NIFTY,04-Aug-25,31-Mar-26,put,22000,346.6,24722.75
NIFTY,04-Aug-25,31-Mar-26,put,23000,229.6,24722.75
NIFTY,04-Aug-25,31-Mar-26,put,31000,5434.7,24722.75
NIFTY,04-Aug-25,31-Mar-26,put,26000,1079.9,24722.75
NIFTY,04-Aug-25,31-Mar-26,put,24000,378.6,24722.75
NIFTY,04-Aug-25,31-Mar-26,put,30000,4604.45,24722.75
NIFTY,04-Aug-25,31-Mar-26,put,28000,3078.95,24722.75
NIFTY,04-Aug-25,31-Mar-26,put,29000,3815.05,24722.75
NIFTY,04-Aug-25,31-Mar-26,put,25000,665.85,24722.75
NIFTY,04-Aug-25,31-Mar-26,put,27000,1500.05,24722.75
NIFTY,04-Aug-25,30-Jun-26,put,13000,21.6,24722.75
NIFTY,04-Aug-25,30-Jun-26,put,30000,5541.2,24722.75
NIFTY,04-Aug-25,30-Jun-26,put,27000,6810.7,24722.75
NIFTY,04-Aug-25,30-Jun-26,put,24000,470,24722.75
NIFTY,04-Aug-25,30-Jun-26,put,14000,24,24722.75
NIFTY,04-Aug-25,30-Jun-26,put,16000,21,24722.75
NIFTY,04-Aug-25,30-Jun-26,put,23000,304,24722.75
NIFTY,04-Aug-25,30-Jun-26,put,21000,155.5,24722.75
NIFTY,04-Aug-25,30-Jun-26,put,20000,3159.75,24722.75
NIFTY,04-Aug-25,30-Jun-26,put,25000,772,24722.75
NIFTY,04-Aug-25,30-Jun-26,put,19000,205.7,24722.75
NIFTY,04-Aug-25,30-Jun-26,put,28000,6532.55,24722.75
NIFTY,04-Aug-25,30-Jun-26,put,12000,20.05,24722.75
NIFTY,04-Aug-25,30-Jun-26,put,22000,210.05,24722.75
NIFTY,04-Aug-25,30-Jun-26,put,29000,5546.1,24722.75
NIFTY,04-Aug-25,30-Jun-26,put,15000,20.2,24722.75
NIFTY,04-Aug-25,30-Jun-26,put,31000,5585,24722.75
NIFTY,04-Aug-25,30-Jun-26,put,26000,1139.45,24722.75
NIFTY,04-Aug-25,29-Dec-26,put,23000,460,24722.75
NIFTY,04-Aug-25,29-Dec-26,put,17000,97.05,24722.75
NIFTY,04-Aug-25,29-Dec-26,put,18000,132,24722.75
NIFTY,04-Aug-25,29-Dec-26,put,19000,158.95,24722.75
NIFTY,04-Aug-25,29-Dec-26,put,13000,20.3,24722.75
NIFTY,04-Aug-25,29-Dec-26,put,25000,913,24722.75
NIFTY,04-Aug-25,29-Dec-26,put,22000,310.05,24722.75
NIFTY,04-Aug-25,29-Dec-26,put,28000,2013,24722.75
NIFTY,04-Aug-25,29-Dec-26,put,16000,23.3,24722.75
NIFTY,04-Aug-25,29-Dec-26,put,29000,5042.25,24722.75
NIFTY,04-Aug-25,29-Dec-26,put,27000,1585,24722.75
NIFTY,04-Aug-25,29-Dec-26,put,12000,20.05,24722.75
NIFTY,04-Aug-25,29-Dec-26,put,20000,241,24722.75
NIFTY,04-Aug-25,29-Dec-26,put,21000,223.95,24722.75
NIFTY,04-Aug-25,29-Dec-26,put,31000,4949.65,24722.75
NIFTY,04-Aug-25,29-Dec-26,put,15000,25.05,24722.75
NIFTY,04-Aug-25,29-Dec-26,put,30000,5003.2,24722.75
NIFTY,04-Aug-25,29-Dec-26,put,24000,652.55,24722.75
NIFTY,04-Aug-25,29-Dec-26,put,26000,1209.35,24722.75
NIFTY,04-Aug-25,29-Dec-26,put,14000,29.6,24722.75
NIFTY,04-Aug-25,29-Jun-27,put,24000,5056.2,24722.75
NIFTY,04-Aug-25,29-Jun-27,put,27000,6273.45,24722.75
NIFTY,04-Aug-25,29-Jun-27,put,30000,4562.55,24722.75
NIFTY,04-Aug-25,29-Jun-27,put,23000,4514.3,24722.75
NIFTY,04-Aug-25,29-Jun-27,put,25000,5619.05,24722.75
NIFTY,04-Aug-25,29-Jun-27,put,19000,182.1,24722.75
NIFTY,04-Aug-25,29-Jun-27,put,21000,500,24722.75
NIFTY,04-Aug-25,29-Jun-27,put,29000,4627.1,24722.75
NIFTY,04-Aug-25,29-Jun-27,put,28000,5959.35,24722.75
NIFTY,04-Aug-25,29-Jun-27,put,26000,6202.2,24722.75
NIFTY,04-Aug-25,29-Jun-27,put,18000,93.95,24722.75
NIFTY,04-Aug-25,29-Jun-27,put,22000,3995.4,24722.75
NIFTY,04-Aug-25,29-Jun-27,put,20000,3034.2,24722.75
NIFTY,04-Aug-25,29-Jun-27,put,31000,4436.25,24722.75
NIFTY,04-Aug-25,28-Dec-27,put,22000,437.5,24722.75
NIFTY,04-Aug-25,28-Dec-27,put,21000,295.5,24722.75
NIFTY,04-Aug-25,28-Dec-27,put,15000,3.05,24722.75
NIFTY,04-Aug-25,28-Dec-27,put,17000,94.05,24722.75
NIFTY,04-Aug-25,28-Dec-27,put,18000,95.1,24722.75
NIFTY,04-Aug-25,28-Dec-27,put,25000,1000,24722.75
NIFTY,04-Aug-25,28-Dec-27,put,24000,910,24722.75
NIFTY,04-Aug-25,28-Dec-27,put,20000,251.9,24722.75
NIFTY,04-Aug-25,28-Dec-27,put,29000,4227.5,24722.75
NIFTY,04-Aug-25,28-Dec-27,put,27000,2492.45,24722.75
NIFTY,04-Aug-25,28-Dec-27,put,31000,3950.7,24722.75
NIFTY,04-Aug-25,28-Dec-27,put,19000,299.95,24722.75
NIFTY,04-Aug-25,28-Dec-27,put,23000,505,24722.75
NIFTY,04-Aug-25,28-Dec-27,put,28000,4251,24722.75
NIFTY,04-Aug-25,28-Dec-27,put,26000,1100,24722.75
NIFTY,04-Aug-25,28-Dec-27,put,30000,4140.9,24722.75
NIFTY,04-Aug-25,27-Jun-28,put,23000,1399.25,24722.75
NIFTY,04-Aug-25,27-Jun-28,put,25000,2016.8,24722.75
NIFTY,04-Aug-25,27-Jun-28,put,20000,400,24722.75
NIFTY,04-Aug-25,27-Jun-28,put,21000,907.2,24722.75
NIFTY,04-Aug-25,27-Jun-28,put,24000,1692.75,24722.75
NIFTY,04-Aug-25,27-Jun-28,put,31000,3541.95,24722.75
NIFTY,04-Aug-25,27-Jun-28,put,30000,3779.25,24722.75
NIFTY,04-Aug-25,27-Jun-28,put,22000,520.05,24722.75
NIFTY,04-Aug-25,27-Jun-28,put,26000,2370.3,24722.75
NIFTY,04-Aug-25,27-Jun-28,put,29000,3595.9,24722.75
NIFTY,04-Aug-25,27-Jun-28,put,28000,3161.35,24722.75
NIFTY,04-Aug-25,27-Jun-28,put,27000,2752.35,24722.75
NIFTY,04-Aug-25,26-Dec-28,put,26000,1160.95,24722.75
NIFTY,04-Aug-25,26-Dec-28,put,23000,670,24722.75
NIFTY,04-Aug-25,26-Dec-28,put,21000,618.05,24722.75
NIFTY,04-Aug-25,26-Dec-28,put,24000,950,24722.75
NIFTY,04-Aug-25,26-Dec-28,put,22000,521.3,24722.75
NIFTY,04-Aug-25,26-Dec-28,put,29000,2010.85,24722.75
NIFTY,04-Aug-25,26-Dec-28,put,27000,1413.85,24722.75
NIFTY,04-Aug-25,26-Dec-28,put,25000,1100,24722.75
NIFTY,04-Aug-25,26-Dec-28,put,30000,2352.75,24722.75
NIFTY,04-Aug-25,26-Dec-28,put,28000,1697.6,24722.75
NIFTY,04-Aug-25,26-Dec-28,put,18000,250,24722.75
NIFTY,04-Aug-25,26-Dec-28,put,20000,358,24722.75
NIFTY,04-Aug-25,26-Dec-28,put,31000,2722.7,24722.75
NIFTY,04-Aug-25,26-Jun-29,put,29000,1746.95,24722.75
NIFTY,04-Aug-25,26-Jun-29,put,21000,320.25,24722.75
NIFTY,04-Aug-25,26-Jun-29,put,31000,2338.75,24722.75
NIFTY,04-Aug-25,26-Jun-29,put,30000,2031.05,24722.75
NIFTY,04-Aug-25,26-Jun-29,put,24000,694.05,24722.75
NIFTY,04-Aug-25,26-Jun-29,put,22000,422,24722.75
NIFTY,04-Aug-25,26-Jun-29,put,27000,1252.35,24722.75
NIFTY,04-Aug-25,26-Jun-29,put,23000,543.65,24722.75
NIFTY,04-Aug-25,26-Jun-29,put,26000,1391.75,24722.75
NIFTY,04-Aug-25,26-Jun-29,put,20000,236.95,24722.75
NIFTY,04-Aug-25,26-Jun-29,put,25000,852.5,24722.75
NIFTY,04-Aug-25,26-Jun-29,put,28000,1488.1,24722.75
NIFTY,04-Aug-25,24-Dec-29,put,28000,1411.3,24722.75
NIFTY,04-Aug-25,24-Dec-29,put,25000,785.3,24722.75
NIFTY,04-Aug-25,24-Dec-29,put,27000,1177.9,24722.75
NIFTY,04-Aug-25,24-Dec-29,put,20000,202.3,24722.75
NIFTY,04-Aug-25,24-Dec-29,put,24000,625.5,24722.75
NIFTY,04-Aug-25,24-Dec-29,put,21000,278.8,24722.75
NIFTY,04-Aug-25,24-Dec-29,put,22000,373.65,24722.75
NIFTY,04-Aug-25,24-Dec-29,put,31000,2262.75,24722.75
NIFTY,04-Aug-25,24-Dec-29,put,23000,670,24722.75
NIFTY,04-Aug-25,24-Dec-29,put,26000,969.6,24722.75
NIFTY,04-Aug-25,24-Dec-29,put,30000,1953.5,24722.75
NIFTY,04-Aug-25,24-Dec-29,put,29000,1669.2,24722.75
NIFTY,04-Aug-25,25-Jun-30,put,31000,2424,24722.75
NIFTY,04-Aug-25,25-Jun-30,put,21000,321.3,24722.75
NIFTY,04-Aug-25,25-Jun-30,put,29000,1804.05,24722.75
NIFTY,04-Aug-25,25-Jun-30,put,28000,1532.2,24722.75
NIFTY,04-Aug-25,25-Jun-30,put,30000,2100.85,24722.75
NIFTY,04-Aug-25,25-Jun-30,put,24000,698.15,24722.75
NIFTY,04-Aug-25,25-Jun-30,put,25000,869.3,24722.75
NIFTY,04-Aug-25,25-Jun-30,put,26000,1065.5,24722.75
NIFTY,04-Aug-25,25-Jun-30,put,20000,236.4,24722.75
NIFTY,04-Aug-25,25-Jun-30,put,27000,1286.05,24722.75
NIFTY,04-Aug-25,25-Jun-30,put,23000,550.6,24722.75
NIFTY,04-Aug-25,25-Jun-30,put,22000,425.45,24722.75
NIFTY,05-Aug-25,07-Aug-25,put,26650,1844.85,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,24650,90,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,24150,4.9,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,23100,0.75,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,25450,793.2,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,26600,1944.7,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,26750,1943.05,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,26400,1770.9,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,24950,309.7,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,23000,0.7,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,26450,1839.7,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,23750,1.5,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,26800,1991.85,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,24000,2.8,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,25150,495.85,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,23300,0.8,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,23800,1.6,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,24200,6.2,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,25850,1126.25,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,27250,2442.95,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,27150,2340.8,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,24300,10.7,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,25200,551.4,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,22950,0.7,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,27100,2289.25,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,23150,0.8,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,23650,1.25,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,25300,640.95,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,22800,0.55,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,23500,1.1,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,23900,2.2,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,26250,1379,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,25600,955.15,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,25900,1243.5,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,25800,1141.4,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,24550,50.95,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,24450,27.7,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,25550,896.45,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,22850,0.6,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,26000,1342.65,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,26700,2091.8,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,26950,2141.45,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,23700,1.35,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,23350,0.9,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,27200,2390.1,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,26500,1849.65,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,26150,1281.65,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,23950,2.4,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,24900,269.7,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,26200,1464.8,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,27000,2343.35,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,24250,8.35,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,22900,0.7,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,25700,1043.75,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,26350,1479,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,25250,594.75,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,27050,2241.2,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,25950,1346,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,23200,0.8,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,24400,20.2,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,23550,1.1,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,24800,185.3,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,26850,2044.55,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,23850,1.8,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,25750,1026.15,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,24700,117.3,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,25000,357.05,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,26050,1250,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,25050,408.4,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,24050,3.2,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,24850,223.15,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,24350,14.5,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,24600,68.4,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,26100,1444.85,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,25350,695.7,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,24100,3.9,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,23600,1.2,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,25400,745.65,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,24750,149.6,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,25500,846.85,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,23050,0.75,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,23400,0.9,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,25100,448.9,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,25650,991.5,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,26550,1899.65,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,23250,0.8,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,24500,37.85,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,26900,2091.55,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,26300,1702.4,24649.55
NIFTY,05-Aug-25,07-Aug-25,put,23450,1,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,24500,100.6,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,26300,1660.85,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,26600,1940.65,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,25650,987.5,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,23150,3,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,25550,874,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,23950,17.2,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,23050,2.9,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,26400,1760.3,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,26850,2202.45,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,25100,460.9,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,24600,136.85,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,24100,27.3,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,26250,1659.9,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,22900,2.85,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,23850,12.9,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,24050,22.95,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,25050,413.05,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,25450,797.2,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,25400,733.1,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,25250,586,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,24850,268.55,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,26200,1507.3,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,25950,1367.65,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,24300,52.05,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,23750,9.8,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,27050,2409.25,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,24700,180.35,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,24350,61.05,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,23250,3.45,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,26450,1803.9,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,22950,2.85,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,23700,8.9,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,25750,1003.4,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,25700,1026.85,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,26800,2153.05,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,24150,31.95,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,25800,1121.05,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,23600,7,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,25200,545.95,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,23450,5.05,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,25600,923.05,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,26100,1508.55,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,25500,837.7,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,25300,639.7,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,24800,237.85,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,26950,2310.4,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,24650,157.3,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,24400,72.25,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,23800,11.3,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,23500,5.55,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,22850,2.6,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,26150,1560.3,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,26700,2062.95,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,23900,14.85,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,24000,20.2,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,25850,1215.7,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,23350,4.15,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,26550,1798.5,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,26000,1326.1,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,25900,1255,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,26900,2254.75,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,26050,1455.5,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,24900,303.45,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,23200,3.35,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,23000,2.9,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,23400,4.6,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,24200,37.1,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,25350,683.5,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,23550,6.4,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,23100,3,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,26500,1862,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,24450,85.45,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,25150,501.55,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,25000,377.75,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,24950,339.8,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,27100,2401.5,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,26750,2107.7,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,27000,2317,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,24750,207.9,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,23650,7.9,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,26350,1704.4,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,22800,2.7,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,24250,43.65,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,23300,3.9,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,26650,2012.75,24649.55
NIFTY,05-Aug-25,14-Aug-25,put,24550,117.1,24649.55
NIFTY,05-Aug-25,21-Aug-25,put,24650,204.35,24649.55
NIFTY,05-Aug-25,21-Aug-25,put,23250,8.7,24649.55
NIFTY,05-Aug-25,21-Aug-25,put,25550,670.55,24649.55
NIFTY,05-Aug-25,21-Aug-25,put,26100,1041.55,24649.55
NIFTY,05-Aug-25,21-Aug-25,put,24500,140.45,24649.55
NIFTY,05-Aug-25,21-Aug-25,put,23100,8.85,24649.55
NIFTY,05-Aug-25,21-Aug-25,put,26000,1345,24649.55
NIFTY,05-Aug-25,21-Aug-25,put,25250,622.25,24649.55
NIFTY,05-Aug-25,21-Aug-25,put,23150,9.25,24649.55
NIFTY,05-Aug-25,21-Aug-25,put,26900,1700.8,24649.55
NIFTY,05-Aug-25,21-Aug-25,put,26550,1397.7,24649.55
NIFTY,05-Aug-25,21-Aug-25,put,26150,1079.2,24649.55
NIFTY,05-Aug-25,21-Aug-25,put,23550,15.35,24649.55
NIFTY,05-Aug-25,21-Aug-25,put,22850,12.05,24649.55
NIFTY,05-Aug-25,21-Aug-25,put,26800,1612.35,24649.55
NIFTY,05-Aug-25,21-Aug-25,put,23700,20.95,24649.55
NIFTY,05-Aug-25,21-Aug-25,put,25400,745,24649.55
NIFTY,05-Aug-25,21-Aug-25,put,22800,5.6,24649.55
NIFTY,05-Aug-25,21-Aug-25,put,25050,434,24649.55
NIFTY,05-Aug-25,21-Aug-25,put,23500,13.5,24649.55
NIFTY,05-Aug-25,21-Aug-25,put,26750,1568.65,24649.55
NIFTY,05-Aug-25,21-Aug-25,put,23350,10.05,24649.55
NIFTY,05-Aug-25,21-Aug-25,put,24900,336.75,24649.55
NIFTY,05-Aug-25,21-Aug-25,put,25850,862.2,24649.55
NIFTY,05-Aug-25,21-Aug-25,put,23000,6,24649.55
NIFTY,05-Aug-25,21-Aug-25,put,25150,540,24649.55
NIFTY,05-Aug-25,21-Aug-25,put,24100,54.4,24649.55
NIFTY,05-Aug-25,21-Aug-25,put,25950,931.55,24649.55
NIFTY,05-Aug-25,21-Aug-25,put,23200,8,24649.55
NIFTY,05-Aug-25,21-Aug-25,put,24550,159.05,24649.55
NIFTY,05-Aug-25,21-Aug-25,put,24200,67.4,24649.55
NIFTY,05-Aug-25,21-Aug-25,put,23950,36.55,24649.55
